동호회명,시도명,시군구명,종목명,소속그룹명,종목분류명,성별구분명,회원수,설립일자
경상정도회,경상남도,경상남도 진주시,검도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-07-18
경상클럽,대구광역시,대구광역시 남구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,16,2023-04-06
경서,서울특별시,서울특별시 강서구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-10-31
경서카약클럽,경기도,경기도 용인시기흥구,카누,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-06-23
경서클럽,대구광역시,대구광역시 달서구,테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2023-03-23
경서클럽,경상북도,경상북도 문경시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,9,2020-03-27
경성VC,서울특별시,서울특별시 마포구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,15,2024-03-20
경성대학교 스쿼시,부산광역시,부산광역시 남구,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,11,2021-07-06
경성중학교 배구부,서울특별시,서울특별시 마포구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2023-06-19
경성클럽,부산광역시,부산광역시 남구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-01-12
경신탁구클럽_수성,대구광역시,대구광역시 수성구,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-27
경안합기도클럽,경상북도,경상북도 안동시,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2023-06-02
경운대학교,경상북도,경상북도 구미시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,3,2023-08-28
경원ob,대구광역시,대구광역시 달서구,농구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",남성,20,2020-01-06
경원고OB,대구광역시,대구광역시 달서구,농구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2022-04-25
경율검도,충청남도,충청남도 천안시,검도,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2020-12-31
경의클럽,경기도,경기도 의정부시,빙상,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-09-22
경인교대OB,인천광역시,인천광역시 계양구,배구,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,8,2020-04-28
경인교육대학교 빽어택,인천광역시,인천광역시 계양구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,28,2022-06-08
경일대산악회,대구광역시,대구광역시 서구,산악,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-04-22
경일유도관,경기도,경기도 파주시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,실업(일반)",혼성,13,2022-12-29
경주,경상북도,경상북도 경주시,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-02-27
경주234,경상북도,경상북도 경주시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-28
경주FEEL탁구클럽_경주,경상북도,경상북도 경주시,탁구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-27
경주검도관,경상북도,경상북도 경주시,검도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-06-24
경주더케이,경상북도,경상북도 경주시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2023-09-15
경주리버스,경상북도,경상북도 경주시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-28
경주스쿼시클럽,경상북도,경상북도 경주시,스쿼시,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,4,2022-06-22
경주스쿼시클럽,경상북도,경상북도 경주시,스쿼시,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,2,2021-11-20
경주시 소프트테니스협회,경상북도,경상북도 경주시,소프트테니스,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,71,2020-01-27
경주시골프협회,경상북도,경상북도 경주시,골프,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-07-18
경주시그라운드골프협회,경상북도,경상북도 경주시,그라운드골프,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,17,2023-03-16
경주시보디빌딩협회,경상북도,경상북도 경주시,보디빌딩,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-08-10
경주시소프트테니스협회,경상북도,경상북도 경주시,소프트테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2022-04-27
경주야인배구동호회,경상북도,경상북도 경주시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,14,2023-08-07
경주유도원,경상북도,경상북도 경주시,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-05-17
경주이씨,대구광역시,대구광역시 북구,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-11-20
경주청풍,경상북도,경상북도 경주시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-20
경주한마음,경상북도,경상북도 경주시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
경주화랑,경상북도,경상북도 경주시,족구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-20
경주화랑HC,경상북도,경상북도 경주시,핸드볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2024-01-22
경진초,대구광역시,대구광역시 북구,배드민턴,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2023-07-18
경찰 파워점핑,서울특별시,서울특별시 송파구,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,19,2023-03-17
경찰대학,충청남도,충청남도 아산시,유도,체육동호인조직,실업(일반),혼성,32,2022-12-29
경찰대학 수영부,충청남도,충청남도 아산시,수영,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-07-08
경찰청여자야구단,충청남도,충청남도 아산시,야구소프트볼(야구),체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,18,2024-03-20
경포클럽,강원도,강원도 강릉시,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2024-03-20
경호클럽,경상남도,경상남도 산청군,테니스,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2023-03-17
경희top점핑센터,경기도,경기도 평택시,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,13,2022-06-16
경희대글로벌태권도,충청남도,충청남도 당진시,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,18,2022-09-14
경희대금호태권도장,경기도,경기도 수원시권선구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,26,2022-09-07
경희대드림태권도장,경기도,경기도 수원시권선구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,7,2022-09-13
경희대라이온태권도,울산광역시,울산광역시 울주군,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2024-03-18
경희대무경태권도장,경기도,경기도 용인시수지구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2022-09-05
경희대빅토리태권도장,경기도,경기도 과천시,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,37,2022-09-15
경희대석사올림픽 한영태권도장,서울특별시,서울특별시 광진구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-09-07
경희대송라체육관,경기도,경기도 남양주시,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,12,2024-03-26
경희대요트부,서울특별시,서울특별시 전체,요트,체육동호인조직,"13세이하부,16세이하부,19세이하부,20세이상부",혼성,1,2021-05-16
경희대유도관,광주광역시,광주광역시 광산구,유도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2023-07-04
경희대정산태권도장,충청남도,충청남도 청양군,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2024-03-25
경희대창덕태권도,인천광역시,인천광역시 연수구,줄넘기,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,107,2022-08-19
경희대청룡합기도장클럽,전라북도,전라북도 전주시덕진구,합기도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,2,2022-05-10
경희대킥스태권도,경기도,경기도 화성시,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,10,2022-09-15
경희대태권도장천사총본관,경기도,경기도 광명시,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-09-08
경희대학교,경기도,경기도 용인시기흥구,핸드볼,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,45,2024-03-13
경희대학교,서울특별시,서울특별시 동대문구,유도,체육동호인조직,실업(일반),혼성,12,2022-12-29
경희대학교 어택라인,경기도,경기도 용인시기흥구,배구,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,8,2024-05-30
경희대학교 요트부,경기도,경기도 용인시기흥구,요트,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,5,2022-08-31
경희대학교 익스트림,경기도,경기도 용인시기흥구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,1,2022-09-14
경희대호매실태권도장,경기도,경기도 수원시권선구,태권도,체육동호인조직,"12세이하부,15세이하부,18세이하부,대학부,실업(일반)",혼성,6,2022-09-13
